1705492807.7381318,1112,0,0,0,0
1705492807.7381318,1112,0,0,0,0
1705492807.7381318,1106,0,0,0,0
1705492807.7381318,1113,0,0,0,0
1705492807.7381318,1117,0,0,0,0
1705492807.7381318,1104,0,0,0,0
1705492807.7381318,1103,0,0,0,0
1705492807.7381318,1101,0,0,0,0
1705492807.7381318,1094,0,0,0,0
1705492807.8883607,1099,0,0,0,0
1705492807.8883607,1101,0,0,0,0
1705492807.8883607,1098,0,0,0,0
1705492807.8883607,1109,0,0,0,0
1705492807.8883607,1097,0,0,0,0
1705492807.8883607,1099,0,0,0,0
1705492807.8883607,1089,0,0,0,0
1705492807.8883607,1096,0,0,0,0
1705492807.8883607,1096,0,0,0,0
1705492808.1124704,1095,0,0,0,0
1705492808.1124704,1088,0,0,0,0
1705492808.1124704,1081,0,0,0,0
1705492808.1124704,1086,0,0,0,0
1705492808.1124704,1083,0,0,0,0
1705492808.1124704,1082,0,0,0,0
1705492808.1124704,1077,0,0,0,0
1705492808.1124704,1079,0,0,0,0
1705492808.1124704,1083,0,0,0,0
1705492808.2631016,1081,0,0,0,0
1705492808.2631016,1085,0,0,0,0
1705492808.2631016,1088,0,0,0,0
1705492808.2631016,1086,0,0,0,0
1705492808.2631016,1088,0,0,0,0
1705492808.2631016,1087,0,0,0,0
1705492808.2631016,1084,0,0,0,0
1705492808.2631016,1076,0,0,0,0
1705492808.2631016,1086,0,0,0,0
1705492808.450713,1077,0,0,0,0
1705492808.450713,1077,0,0,0,0
1705492808.450713,1077,0,0,0,0
1705492808.450713,1081,0,0,0,0
1705492808.450713,1081,0,0,0,0
1705492808.450713,1084,0,0,0,0
1705492808.450713,1076,0,0,0,0
1705492808.450713,1079,0,0,0,0
1705492808.450713,1081,0,0,0,0
1705492808.6385078,1077,0,0,0,0
1705492808.6385078,1083,0,0,0,0
1705492808.6385078,1087,0,0,0,0
1705492808.6385078,1081,0,0,0,0
1705492808.6385078,1086,0,0,0,0
1705492808.6385078,1082,0,0,0,0
1705492808.6385078,1078,0,0,0,0
1705492808.6385078,1078,0,0,0,0
1705492808.6385078,1081,0,0,0,0
1705492808.7883198,1085,0,0,0,0
1705492808.7883198,1078,0,0,0,0
1705492808.7883198,1083,0,0,0,0
1705492808.7883198,1081,0,0,0,0
1705492808.7883198,1080,0,0,0,0
1705492808.7883198,1074,0,0,0,0
1705492808.7883198,1080,0,0,0,0
1705492808.7883198,1081,0,0,0,0
1705492808.7883198,1074,0,0,0,0
1705492808.9758956,1083,0,0,0,0
1705492808.9758956,1096,0,0,0,0
1705492808.9758956,1095,0,0,0,0
1705492808.9758956,1091,0,0,0,0
1705492808.9758956,1088,0,0,0,0
1705492808.9758956,1095,0,0,0,0
1705492808.9758956,1095,0,0,0,0
1705492808.9758956,1103,0,0,0,0
1705492808.9758956,1088,0,0,0,0
1705492809.1633055,1099,0,0,0,0
1705492809.1633055,1096,0,0,0,0
1705492809.1633055,1098,0,0,0,0
1705492809.1633055,1103,0,0,0,0
1705492809.1633055,1099,0,0,0,0
1705492809.1633055,1103,0,0,0,0
1705492809.1633055,1103,0,0,0,0
1705492809.1633055,1098,0,0,0,0
1705492809.1633055,1096,0,0,0,0
1705492809.350845,1098,0,0,0,0
1705492809.350845,1110,0,0,0,0
1705492809.350845,1103,0,0,0,0
1705492809.350845,1103,0,0,0,0
1705492809.350845,1101,0,0,0,0
1705492809.350845,1103,0,0,0,0
1705492809.350845,1098,0,0,0,0
1705492809.350845,1098,0,0,0,0
1705492809.350845,1105,0,0,0,0
1705492809.5381389,1099,0,0,0,0
1705492809.5381389,1098,0,0,0,0
1705492809.5381389,1103,0,0,0,0
